date,time,day,station,line,entry_count,exit_count,net_flow,gate_id,is_peak_hour,is_holiday,weather
2026-02-11,08:45,Wednesday,Brigadier Hoshiar Singh,Green Line,190,155,35,G-03,1,0,Foggy
2026-01-11,17:45,Sunday,Rajdhani Park,Green Line,33,35,-2,G-03,1,1,Cloudy
2026-01-27,20:45,Tuesday,Ashok Park Main,Green Line,84,93,-9,G-03,0,0,Foggy
2026-01-08,21:30,Thursday,Nangloi,Green Line,25,25,0,G-06,0,0,Clear
2026-02-16,19:00,Monday,Ramesh Nagar,Blue Line,127,124,3,G-05,1,0,Clear
2026-02-03,23:30,Tuesday,Shahdara,Red Line,35,41,-6,G-06,0,0,Foggy
2026-01-26,08:00,Monday,Dwarka,Blue Line,19,21,-2,G-06,1,1,Clear
2026-02-25,18:45,Wednesday,Janpath,Violet Line,256,208,48,G-07,1,0,Clear
2026-01-01,11:45,Thursday,Chhattarpur,Yellow Line,56,67,-11,G-03,0,0,Foggy
2026-01-13,21:30,Tuesday,Jangpura,Violet Line,48,42,6,G-02,0,0,Clear
2026-02-20,08:45,Friday,Mewala Maharajpur,Violet Line,280,210,70,G-02,1,0,Foggy
2026-02-05,17:00,Thursday,Green Park,Yellow Line,153,110,43,G-05,1,0,Foggy
2026-01-28,16:15,Wednesday,Yamuna Bank,Blue Line,188,158,30,G-07,0,0,Foggy
2026-01-10,23:00,Saturday,Central Secretariat,Yellow Line,96,129,-33,G-07,0,0,Rainy
2026-02-09,20:45,Monday,Rohini East,Red Line,136,122,14,G-06,0,0,Clear
2026-02-28,14:45,Saturday,Tughlakabad,Violet Line,20,26,-6,G-06,0,0,Cloudy
2026-01-15,07:45,Thursday,ITO,Violet Line,95,94,1,G-05,0,0,Foggy
2026-01-15,23:15,Thursday,Guru Dronacharya,Yellow Line,25,37,-12,G-03,0,0,Clear
2026-02-24,11:00,Tuesday,NHPC Chowk,Violet Line,116,120,-4,G-02,0,0,Foggy
2026-01-12,07:00,Monday,Rajouri Garden,Blue Line,289,221,68,G-07,0,0,Clear
2026-01-09,15:30,Friday,Udyog Nagar,Green Line,64,53,11,G-07,0,0,Cloudy
2026-01-20,13:30,Tuesday,Model Town,Yellow Line,105,79,26,G-01,0,0,Rainy
2026-02-09,20:00,Monday,Sultanpur,Yellow Line,110,118,-8,G-03,0,0,Clear
2026-01-20,21:30,Tuesday,Haiderpur Badli Mor,Yellow Line,20,21,-1,G-07,0,0,Foggy
2026-02-21,16:00,Saturday,AIIMS,Yellow Line,88,96,-8,G-06,0,0,Smoggy
2026-01-06,13:30,Tuesday,Race Course,Yellow Line,120,121,-1,G-04,0,0,Clear
2026-01-12,22:45,Monday,Yamuna Bank,Blue Line,92,96,-4,G-01,0,0,Foggy
2026-01-24,18:15,Saturday,NHPC Chowk,Violet Line,126,121,5,G-04,1,0,Clear
2026-02-25,10:45,Wednesday,Nangloi,Green Line,177,168,9,G-03,1,0,Cloudy
2026-01-26,06:00,Monday,Adarsh Nagar,Yellow Line,19,22,-3,G-02,0,1,Foggy
2026-02-27,09:15,Friday,Pragati Maidan,Blue Line,253,241,12,G-03,1,0,Foggy
2026-01-29,13:00,Thursday,Dilshad Garden,Red Line,297,278,19,G-04,0,0,Smoggy
2026-02-17,07:00,Tuesday,MG Road,Yellow Line,60,59,1,G-01,0,0,Cloudy
2026-01-17,14:45,Saturday,Pratap Nagar,Red Line,25,34,-9,G-03,0,0,Clear
2026-02-12,19:00,Thursday,Shastri Park,Red Line,180,172,8,G-07,1,0,Clear
2026-01-24,15:30,Saturday,Sikanderpur,Yellow Line,64,67,-3,G-01,0,0,Foggy
2026-02-18,13:15,Wednesday,Janakpuri West,Blue Line,151,172,-21,G-01,0,0,Rainy
2026-02-03,13:45,Tuesday,Shastri Nagar,Red Line,99,81,18,G-07,0,0,Cloudy
2026-01-09,21:00,Friday,AIIMS,Yellow Line,20,19,1,G-06,0,0,Rainy
2026-01-22,11:30,Thursday,Sarita Vihar,Violet Line,155,149,6,G-02,0,0,Clear
2026-02-01,23:30,Sunday,Mohan Estate,Violet Line,35,37,-2,G-04,0,1,Smoggy
2026-01-08,17:15,Thursday,Paschim Vihar East,Green Line,149,143,6,G-06,1,0,Cloudy
2026-02-14,06:30,Saturday,Harkesh Nagar Okhla,Violet Line,22,23,-1,G-02,0,0,Foggy
2026-01-16,13:00,Friday,Sultanpur,Yellow Line,121,150,-29,G-06,0,0,Foggy
2026-01-16,06:45,Friday,Civil Lines,Yellow Line,58,51,7,G-04,0,0,Foggy
2026-01-07,07:45,Wednesday,Arjan Garh,Yellow Line,120,126,-6,G-02,0,0,Clear
2026-01-23,05:15,Friday,Rohini West,Red Line,18,14,4,G-06,0,0,Clear
2026-02-17,16:00,Tuesday,Ghitorni,Yellow Line,142,104,38,G-01,0,0,Cloudy
2026-02-23,09:15,Monday,Mewala Maharajpur,Violet Line,163,120,43,G-01,1,0,Clear
2026-02-08,21:45,Sunday,Raja Nahar Singh,Violet Line,30,26,4,G-05,0,1,Foggy
2026-01-20,06:15,Tuesday,Arjan Garh,Yellow Line,40,36,4,G-06,0,0,Foggy
2026-01-10,22:00,Saturday,Lal Quila,Violet Line,14,20,-6,G-01,0,0,Clear
2026-02-22,14:00,Sunday,Nangloi Railway Station,Green Line,34,26,8,G-03,0,1,Foggy
2026-01-04,23:30,Sunday,Rajdhani Park,Green Line,35,28,7,G-03,0,1,Clear
2026-02-16,09:00,Monday,Central Secretariat,Yellow Line,482,363,119,G-07,1,0,Clear
2026-02-18,22:15,Wednesday,New Delhi,Yellow Line,125,104,21,G-06,0,0,Rainy
2026-01-06,19:30,Tuesday,Patel Chowk,Yellow Line,119,152,-33,G-02,1,0,Clear
2026-01-28,23:45,Wednesday,Samaypur Badli,Yellow Line,49,39,10,G-03,0,0,Foggy
2026-02-16,23:45,Monday,Janakpuri West,Blue Line,66,89,-23,G-05,0,0,Foggy
2026-01-21,12:45,Wednesday,Govindpuri,Violet Line,139,102,37,G-06,0,0,Foggy
2026-02-13,16:30,Friday,Sector 28,Violet Line,124,130,-6,G-01,0,0,Cloudy
2026-01-15,14:30,Thursday,Janakpuri West,Blue Line,67,46,21,G-03,0,0,Clear
2026-02-27,22:30,Friday,Sector 28,Violet Line,18,24,-6,G-01,0,0,Foggy
2026-01-02,16:15,Friday,Sikanderpur,Yellow Line,288,303,-15,G-07,0,0,Smoggy
2026-01-04,13:45,Sunday,Jahangirpuri,Yellow Line,22,20,2,G-05,0,1,Clear
2026-02-21,18:00,Saturday,Sarai,Violet Line,155,163,-8,G-02,1,0,Clear
2026-02-05,23:45,Thursday,Tughlakabad,Violet Line,22,27,-5,G-03,0,0,Clear
2026-02-24,13:00,Tuesday,Sarita Vihar,Violet Line,150,159,-9,G-06,0,0,Clear
2026-02-11,21:45,Wednesday,Civil Lines,Yellow Line,29,19,10,G-01,0,0,Clear
2026-02-02,19:00,Monday,Arjan Garh,Yellow Line,170,166,4,G-06,1,0,Cloudy
2026-01-08,12:15,Thursday,Noida Sector 15,Blue Line,97,104,-7,G-02,0,0,Clear
2026-02-06,08:30,Friday,Hauz Khas,Yellow Line,851,681,170,G-02,1,0,Foggy
2026-02-07,10:15,Saturday,Chhattarpur,Yellow Line,138,130,8,G-01,1,0,Clear
2026-02-03,08:30,Tuesday,Inderlok,Red Line,141,134,7,G-03,1,0,Clear
2026-01-30,15:00,Friday,Peeragarhi,Green Line,26,25,1,G-03,0,0,Foggy
2026-02-07,19:00,Saturday,Paschim Vihar East,Green Line,134,130,4,G-04,1,0,Foggy
2026-02-10,20:45,Tuesday,Arjan Garh,Yellow Line,110,84,26,G-02,0,0,Foggy
2026-01-23,21:30,Friday,Mandi House,Blue Line,50,46,4,G-02,0,0,Clear
2026-01-30,16:15,Friday,Chhattarpur,Yellow Line,74,66,8,G-07,0,0,Rainy
2026-02-21,18:45,Saturday,Welcome,Red Line,207,220,-13,G-03,1,0,Clear
2026-01-28,14:00,Wednesday,Shahdara,Red Line,16,16,0,G-04,0,0,Rainy
2026-02-17,08:00,Tuesday,Escorts Mujesar,Violet Line,171,148,23,G-05,1,0,Foggy
2026-01-25,17:30,Sunday,Lajpat Nagar,Violet Line,62,60,2,G-01,1,1,Smoggy
2026-02-02,23:00,Monday,Netaji Subhash Place,Red Line,25,24,1,G-02,0,0,Clear
2026-01-05,05:30,Monday,Mandi House,Blue Line,55,51,4,G-04,0,0,Rainy
2026-01-18,05:45,Sunday,Seelampur,Red Line,28,35,-7,G-06,0,1,Foggy
2026-01-06,11:30,Tuesday,Pulbangash,Red Line,108,116,-8,G-01,0,0,Rainy
2026-02-25,21:45,Wednesday,New Delhi,Yellow Line,103,100,3,G-01,0,0,Clear
2026-01-13,21:15,Tuesday,Rohini Sector 18,Yellow Line,34,28,6,G-03,0,0,Clear
2026-02-03,19:45,Tuesday,Rohini Sector 18,Yellow Line,183,141,42,G-04,1,0,Cloudy
2026-02-05,13:15,Thursday,Noida Sector 16,Blue Line,130,85,45,G-02,0,0,Clear
2026-02-04,11:00,Wednesday,Badkhal Mor,Violet Line,81,97,-16,G-04,0,0,Cloudy
2026-02-23,12:30,Monday,Nehru Place,Violet Line,353,311,42,G-02,0,0,Clear
2026-01-29,22:30,Thursday,GTB Nagar,Yellow Line,38,38,0,G-01,0,0,Cloudy
2026-02-18,21:15,Wednesday,Mewala Maharajpur,Violet Line,34,35,-1,G-02,0,0,Clear
2026-02-17,10:00,Tuesday,Ashok Park Main,Green Line,147,125,22,G-06,1,0,Cloudy
2026-02-25,22:15,Wednesday,Pulbangash,Red Line,61,63,-2,G-07,0,0,Rainy
2026-02-05,18:00,Thursday,Mewala Maharajpur,Violet Line,177,142,35,G-01,1,0,Smoggy
2026-01-25,20:00,Sunday,Welcome,Red Line,42,44,-2,G-06,0,1,Cloudy
2026-01-23,06:00,Friday,Bata Chowk,Violet Line,29,24,5,G-06,0,0,Rainy
2026-02-26,16:00,Thursday,INA,Yellow Line,23,27,-4,G-02,0,1,Smoggy
2026-02-20,06:15,Friday,Chhattarpur,Yellow Line,47,37,10,G-06,0,0,Clear
2026-01-15,06:30,Thursday,Jahangirpuri,Yellow Line,30,35,-5,G-05,0,0,Rainy
2026-02-04,18:00,Wednesday,Badkhal Mor,Violet Line,105,102,3,G-05,1,0,Cloudy
2026-02-23,09:00,Monday,Jahangirpuri,Yellow Line,193,183,10,G-03,1,0,Foggy
2026-02-13,17:15,Friday,Yamuna Bank,Blue Line,514,457,57,G-01,1,0,Rainy
2026-01-21,05:00,Wednesday,Barakhamba Road,Blue Line,32,32,0,G-01,0,0,Foggy
2026-02-05,13:15,Thursday,Rohini East,Red Line,130,110,20,G-01,0,0,Cloudy
2026-02-19,23:45,Thursday,Rajiv Chowk,Blue Line,126,186,-60,G-06,0,0,Clear
2026-01-29,20:00,Thursday,Model Town,Yellow Line,72,75,-3,G-03,0,0,Foggy
2026-01-03,07:30,Saturday,Yamuna Bank,Blue Line,311,263,48,G-06,0,0,Foggy
2026-01-25,07:45,Sunday,Rithala,Red Line,35,35,0,G-02,0,1,Foggy
2026-02-26,16:00,Thursday,AIIMS,Yellow Line,34,40,-6,G-03,0,1,Clear
2026-02-20,12:00,Friday,Chawri Bazar,Yellow Line,72,78,-6,G-05,0,0,Clear
2026-02-03,12:30,Tuesday,Sikanderpur,Yellow Line,264,264,0,G-02,0,0,Cloudy
2026-01-06,14:30,Tuesday,Barakhamba Road,Blue Line,40,49,-9,G-02,0,0,Foggy
2026-02-05,18:30,Thursday,Jahangirpuri,Yellow Line,165,167,-2,G-01,1,0,Foggy
2026-02-17,22:45,Tuesday,Tis Hazari,Red Line,23,18,5,G-05,0,0,Foggy
2026-01-03,14:00,Saturday,Patel Chowk,Yellow Line,64,61,3,G-06,0,0,Clear
2026-02-21,20:00,Saturday,Paschim Vihar East,Green Line,153,125,28,G-07,0,0,Foggy
2026-01-22,07:45,Thursday,Patel Chowk,Yellow Line,111,84,27,G-03,0,0,Smoggy
2026-01-25,20:15,Sunday,Seelampur,Red Line,39,42,-3,G-06,0,1,Cloudy
2026-01-09,14:45,Friday,Vidhan Sabha,Yellow Line,56,52,4,G-06,0,0,Clear
2026-02-18,07:00,Wednesday,Pulbangash,Red Line,86,70,16,G-05,0,0,Smoggy
2026-02-03,15:30,Tuesday,Raja Nahar Singh,Violet Line,46,44,2,G-07,0,0,Rainy
2026-01-28,22:30,Wednesday,Tughlakabad,Violet Line,23,24,-1,G-02,0,0,Clear
2026-01-11,19:30,Sunday,Ghitorni,Yellow Line,25,19,6,G-04,1,1,Cloudy
2026-01-01,11:30,Thursday,Vishwavidyalaya,Yellow Line,223,239,-16,G-03,0,0,Smoggy
2026-01-13,16:00,Tuesday,Rajdhani Park,Green Line,78,52,26,G-01,0,0,Foggy
2026-02-17,07:00,Tuesday,Arjan Garh,Yellow Line,121,111,10,G-05,0,0,Foggy
2026-01-20,09:30,Tuesday,Pratap Nagar,Red Line,129,120,9,G-05,1,0,Foggy
2026-02-18,14:00,Wednesday,Noida Sector 16,Blue Line,34,31,3,G-01,0,0,Cloudy
2026-01-16,21:30,Friday,Pragati Maidan,Blue Line,23,18,5,G-06,0,0,Smoggy
2026-02-13,21:00,Friday,Guru Dronacharya,Yellow Line,56,55,1,G-06,0,0,Foggy
2026-02-12,20:45,Thursday,ITO,Violet Line,104,87,17,G-02,0,0,Cloudy
2026-01-10,08:00,Saturday,Mundka,Green Line,202,189,13,G-02,1,0,Clear
2026-01-19,12:00,Monday,Pitampura,Red Line,117,111,6,G-03,0,0,Clear
2026-02-10,20:00,Tuesday,Nangloi,Green Line,67,60,7,G-04,0,0,Clear
2026-01-29,11:00,Thursday,Rajiv Chowk,Blue Line,307,323,-16,G-06,0,0,Cloudy
2026-01-22,05:15,Thursday,Rohini East,Red Line,40,37,3,G-05,0,0,Smoggy
2026-01-23,14:00,Friday,Uttam Nagar East,Blue Line,16,15,1,G-05,0,0,Clear
2026-02-14,19:30,Saturday,Pragati Maidan,Blue Line,197,172,25,G-02,1,0,Clear
2026-02-18,17:00,Wednesday,Shivaji Park,Green Line,353,267,86,G-03,1,0,Smoggy
2026-01-09,20:15,Friday,Patel Chowk,Yellow Line,103,84,19,G-01,0,0,Foggy
2026-01-03,08:45,Saturday,Chandni Chowk,Yellow Line,766,695,71,G-04,1,0,Foggy
2026-01-08,11:30,Thursday,IFFCO Chowk,Yellow Line,57,62,-5,G-01,0,0,Clear
2026-01-22,13:15,Thursday,Pulbangash,Red Line,121,165,-44,G-03,0,0,Foggy
2026-01-21,23:30,Wednesday,NHPC Chowk,Violet Line,33,29,4,G-02,0,0,Smoggy
2026-02-27,10:15,Friday,Hauz Khas,Yellow Line,841,872,-31,G-04,1,0,Foggy
2026-01-22,06:15,Thursday,Chawri Bazar,Yellow Line,17,19,-2,G-02,0,0,Clear
2026-02-24,14:45,Tuesday,Punjabi Bagh,Green Line,48,50,-2,G-01,0,0,Foggy
2026-02-13,17:15,Friday,Tughlakabad,Violet Line,152,160,-8,G-07,1,0,Foggy
2026-01-08,22:30,Thursday,Chandni Chowk,Yellow Line,120,111,9,G-04,0,0,Rainy
2026-01-26,18:15,Monday,Vidhan Sabha,Yellow Line,22,23,-1,G-02,1,1,Rainy
2026-01-20,09:15,Tuesday,Punjabi Bagh,Green Line,233,230,3,G-06,1,0,Cloudy
2026-02-14,08:30,Saturday,Malviya Nagar,Yellow Line,251,177,74,G-05,1,0,Clear
2026-02-17,11:30,Tuesday,Ashok Park Main,Green Line,55,71,-16,G-05,0,0,Foggy
2026-02-25,22:45,Wednesday,Seelampur,Red Line,54,42,12,G-05,0,0,Foggy
2026-01-21,15:30,Wednesday,Kohat Enclave,Red Line,29,30,-1,G-01,0,0,Foggy
2026-01-22,09:45,Thursday,Azadpur,Yellow Line,437,464,-27,G-02,1,0,Smoggy
2026-01-23,18:15,Friday,Lajpat Nagar,Violet Line,459,459,0,G-05,1,0,Foggy
2026-01-24,22:15,Saturday,Neelam Chowk Ajronda,Violet Line,42,50,-8,G-04,0,0,Smoggy
2026-01-20,22:00,Tuesday,Pragati Maidan,Blue Line,19,14,5,G-01,0,0,Cloudy
2026-02-18,05:15,Wednesday,Jasola Apollo,Violet Line,30,26,4,G-04,0,0,Rainy
2026-02-06,19:30,Friday,Ghitorni,Yellow Line,203,145,58,G-03,1,0,Cloudy
2026-01-11,23:00,Sunday,Jama Masjid,Violet Line,37,29,8,G-05,0,1,Cloudy
2026-02-19,12:15,Thursday,Old Faridabad,Violet Line,89,95,-6,G-02,0,0,Cloudy
2026-02-23,05:30,Monday,Kailash Colony,Violet Line,42,41,1,G-06,0,0,Foggy
2026-02-13,09:30,Friday,Shahdara,Red Line,168,191,-23,G-04,1,0,Clear
2026-02-08,23:00,Sunday,Mohan Estate,Violet Line,23,19,4,G-03,0,1,Cloudy
2026-02-11,11:15,Wednesday,Dwarka Sector 21,Blue Line,243,183,60,G-07,0,0,Foggy
2026-02-13,19:45,Friday,INA,Yellow Line,170,196,-26,G-04,1,0,Foggy
2026-01-06,18:00,Tuesday,Lal Quila,Violet Line,195,202,-7,G-02,1,0,Foggy
2026-02-21,09:00,Saturday,Noida Sector 16,Blue Line,221,181,40,G-07,1,0,Cloudy
2026-01-01,21:15,Thursday,Kashmere Gate,Yellow Line,72,56,16,G-04,0,0,Clear
2026-02-08,22:00,Sunday,Delhi Gate,Violet Line,36,36,0,G-03,0,1,Rainy
2026-02-21,12:30,Saturday,Lal Quila,Violet Line,95,63,32,G-03,0,0,Rainy
2026-02-11,15:15,Wednesday,Lajpat Nagar,Violet Line,118,110,8,G-04,0,0,Rainy
2026-01-04,08:15,Sunday,Nangloi,Green Line,43,36,7,G-05,1,1,Rainy
2026-02-19,18:45,Thursday,New Delhi,Yellow Line,732,713,19,G-04,1,0,Rainy
2026-02-16,19:15,Monday,Rohini West,Red Line,281,284,-3,G-07,1,0,Cloudy
2026-01-23,06:30,Friday,Ramesh Nagar,Blue Line,46,50,-4,G-04,0,0,Clear
2026-01-08,14:30,Thursday,Karol Bagh,Blue Line,144,111,33,G-02,0,0,Rainy
2026-01-08,05:00,Thursday,INA,Yellow Line,19,15,4,G-06,0,0,Clear
2026-02-14,10:00,Saturday,HUDA City Centre,Yellow Line,624,558,66,G-04,1,0,Cloudy
2026-01-16,12:15,Friday,Escorts Mujesar,Violet Line,57,48,9,G-03,0,0,Cloudy
2026-01-02,21:45,Friday,Govindpuri,Violet Line,62,41,21,G-04,0,0,Foggy
2026-01-03,19:30,Saturday,Netaji Subhash Place,Red Line,131,138,-7,G-07,1,0,Smoggy
2026-01-17,20:30,Saturday,Ashok Park Main,Green Line,94,98,-4,G-06,0,0,Smoggy
2026-02-19,18:15,Thursday,Lal Quila,Violet Line,178,189,-11,G-06,1,0,Cloudy
2026-01-13,21:15,Tuesday,Udyog Nagar,Green Line,41,37,4,G-01,0,0,Cloudy
2026-01-19,21:30,Monday,Guru Dronacharya,Yellow Line,38,29,9,G-02,0,0,Foggy
2026-01-27,10:30,Tuesday,ITO,Violet Line,110,90,20,G-06,1,0,Smoggy
2026-02-17,13:45,Tuesday,Netaji Subhash Place,Red Line,76,71,5,G-06,0,0,Clear
2026-02-19,15:30,Thursday,Udyog Nagar,Green Line,32,40,-8,G-04,0,0,Clear
2026-01-13,17:30,Tuesday,Rajendra Place,Blue Line,141,141,0,G-02,1,0,Foggy
2026-01-13,14:15,Tuesday,Guru Dronacharya,Yellow Line,62,55,7,G-05,0,0,Smoggy
2026-02-07,06:30,Saturday,Rohini East,Red Line,48,45,3,G-04,0,0,Foggy
2026-01-29,22:30,Thursday,Inderlok,Red Line,38,38,0,G-01,0,0,Foggy
2026-01-31,07:30,Saturday,Noida Sector 16,Blue Line,88,66,22,G-04,0,0,Foggy
2026-01-08,10:30,Thursday,Karol Bagh,Blue Line,265,286,-21,G-05,1,0,Smoggy
2026-01-28,16:30,Wednesday,Bata Chowk,Violet Line,58,66,-8,G-01,0,0,Foggy
2026-02-02,07:30,Monday,Chawri Bazar,Yellow Line,65,66,-1,G-07,0,0,Rainy
2026-02-12,19:45,Thursday,Sector 28,Violet Line,191,172,19,G-07,1,0,Clear
2026-01-09,18:30,Friday,Vidhan Sabha,Yellow Line,304,263,41,G-01,1,0,Foggy
2026-01-11,16:00,Sunday,Rohini Sector 18,Yellow Line,19,20,-1,G-07,0,1,Foggy
2026-01-15,21:00,Thursday,HUDA City Centre,Yellow Line,94,108,-14,G-07,0,0,Cloudy
2026-02-07,21:00,Saturday,Rohini East,Red Line,49,36,13,G-02,0,0,Foggy
2026-02-02,08:45,Monday,Vidhan Sabha,Yellow Line,292,303,-11,G-06,1,0,Foggy
2026-02-09,20:45,Monday,Keshav Puram,Red Line,85,68,17,G-01,0,0,Clear
2026-01-19,14:45,Monday,Tis Hazari,Red Line,25,22,3,G-02,0,0,Foggy
2026-01-13,06:15,Tuesday,Old Faridabad,Violet Line,39,49,-10,G-07,0,0,Foggy
2026-02-03,09:45,Tuesday,Race Course,Yellow Line,114,141,-27,G-07,1,0,Foggy
2026-02-03,22:45,Tuesday,Dwarka,Blue Line,52,47,5,G-03,0,0,Clear
2026-02-25,19:00,Wednesday,Shastri Nagar,Red Line,146,129,17,G-03,1,0,Clear
2026-01-18,10:00,Sunday,Govindpuri,Violet Line,25,20,5,G-02,1,1,Clear
2026-02-11,21:30,Wednesday,AIIMS,Yellow Line,50,50,0,G-03,0,0,Foggy
2026-01-10,20:45,Saturday,Jangpura,Violet Line,79,70,9,G-04,0,0,Clear
2026-02-06,20:15,Friday,Moolchand,Violet Line,53,48,5,G-05,0,0,Cloudy
2026-02-04,07:15,Wednesday,JLN Stadium,Violet Line,94,104,-10,G-05,0,0,Foggy
2026-02-27,13:45,Friday,MG Road,Yellow Line,125,88,37,G-04,0,0,Cloudy
2026-01-19,14:30,Monday,Kirti Nagar,Blue Line,16,15,1,G-02,0,0,Cloudy
2026-02-28,05:30,Saturday,Tis Hazari,Red Line,16,15,1,G-04,0,0,Foggy
2026-01-17,19:45,Saturday,Shahdara,Red Line,178,134,44,G-06,1,0,Smoggy
2026-01-17,16:30,Saturday,Khan Market,Violet Line,92,86,6,G-04,0,0,Foggy
2026-02-24,20:45,Tuesday,Mandi House,Blue Line,180,150,30,G-02,0,0,Clear
2026-01-12,19:15,Monday,Paschim Vihar West,Green Line,179,207,-28,G-03,1,0,Cloudy
2026-02-14,21:15,Saturday,Lal Quila,Violet Line,19,18,1,G-03,0,0,Foggy
2026-01-06,19:30,Tuesday,Bata Chowk,Violet Line,174,225,-51,G-03,1,0,Foggy
2026-02-28,19:30,Saturday,Old Faridabad,Violet Line,117,122,-5,G-03,1,0,Cloudy
2026-02-05,16:30,Thursday,Mohan Estate,Violet Line,99,94,5,G-03,0,0,Clear
2026-02-19,22:15,Thursday,Peeragarhi,Green Line,59,53,6,G-04,0,0,Foggy
2026-02-28,08:30,Saturday,Barakhamba Road,Blue Line,145,123,22,G-01,1,0,Rainy
2026-02-27,12:30,Friday,JLN Stadium,Violet Line,69,71,-2,G-02,0,0,Rainy
2026-02-01,13:15,Sunday,Badkhal Mor,Violet Line,36,43,-7,G-07,0,1,Clear
2026-01-18,17:30,Sunday,Model Town,Yellow Line,25,23,2,G-07,1,1,Clear
2026-02-10,20:00,Tuesday,Kohat Enclave,Red Line,112,119,-7,G-02,0,0,Cloudy
2026-02-24,08:30,Tuesday,Tughlakabad,Violet Line,161,140,21,G-06,1,0,Clear
2026-01-06,07:15,Tuesday,Pratap Nagar,Red Line,82,77,5,G-05,0,0,Foggy
2026-01-14,06:30,Wednesday,Haiderpur Badli Mor,Yellow Line,28,22,6,G-07,0,0,Foggy
2026-01-04,17:15,Sunday,Satguru Ram Singh Marg,Green Line,40,45,-5,G-01,1,1,Cloudy
2026-02-23,14:30,Monday,Rajouri Garden,Blue Line,58,70,-12,G-02,0,0,Smoggy
2026-02-18,17:00,Wednesday,Mundka,Green Line,173,175,-2,G-06,1,0,Cloudy
2026-02-10,08:45,Tuesday,Welcome,Red Line,287,280,7,G-07,1,0,Rainy
2026-01-07,12:00,Wednesday,Nehru Place,Violet Line,276,237,39,G-07,0,0,Smoggy
2026-02-25,15:00,Wednesday,Badkhal Mor,Violet Line,55,47,8,G-05,0,0,Foggy
2026-01-21,11:15,Wednesday,Ramesh Nagar,Blue Line,74,67,7,G-01,0,0,Foggy
2026-02-12,15:45,Thursday,Yamuna Bank,Blue Line,81,65,16,G-03,0,0,Clear
2026-02-15,11:00,Sunday,Nangloi Railway Station,Green Line,36,38,-2,G-03,0,1,Foggy
2026-01-06,14:15,Tuesday,Sikanderpur,Yellow Line,81,61,20,G-01,0,0,Clear
2026-01-29,08:00,Thursday,Dilshad Garden,Red Line,595,518,77,G-04,1,0,Foggy
2026-01-27,17:00,Tuesday,AIIMS,Yellow Line,143,121,22,G-01,1,0,Foggy
2026-01-04,07:30,Sunday,Jasola Apollo,Violet Line,41,47,-6,G-06,0,1,Cloudy
2026-01-29,19:15,Thursday,MG Road,Yellow Line,203,182,21,G-07,1,0,Cloudy
2026-01-01,08:30,Thursday,Old Faridabad,Violet Line,179,159,20,G-04,1,0,Foggy
2026-02-21,11:15,Saturday,Rohini Sector 18,Yellow Line,101,118,-17,G-06,0,0,Smoggy
2026-02-07,18:15,Saturday,Chhattarpur,Yellow Line,113,105,8,G-06,1,0,Clear
2026-01-19,05:00,Monday,Badarpur Border,Violet Line,14,14,0,G-03,0,0,Cloudy
2026-01-03,19:15,Saturday,INA,Yellow Line,249,268,-19,G-07,1,0,Cloudy
2026-02-24,16:45,Tuesday,Saket,Yellow Line,101,86,15,G-03,0,0,Foggy
2026-01-09,06:00,Friday,Bata Chowk,Violet Line,28,22,6,G-05,0,0,Foggy
2026-01-15,15:45,Thursday,Hauz Khas,Yellow Line,106,77,29,G-07,0,0,Rainy
2026-01-04,18:30,Sunday,Moolchand,Violet Line,25,22,3,G-01,1,1,Clear
2026-02-04,23:30,Wednesday,Badarpur Border,Violet Line,42,36,6,G-06,0,0,Clear
2026-01-29,15:00,Thursday,Sikanderpur,Yellow Line,130,108,22,G-01,0,0,Smoggy
2026-01-14,23:45,Wednesday,Green Park,Yellow Line,42,30,12,G-05,0,0,Smoggy
2026-01-10,07:45,Saturday,Model Town,Yellow Line,112,148,-36,G-02,0,0,Clear
2026-02-04,15:00,Wednesday,Rohini Sector 18,Yellow Line,51,42,9,G-07,0,0,Foggy
2026-01-08,07:15,Thursday,Indraprastha,Blue Line,56,55,1,G-03,0,0,Clear
2026-02-03,11:00,Tuesday,Harkesh Nagar Okhla,Violet Line,117,105,12,G-02,0,0,Foggy
2026-02-27,16:15,Friday,IFFCO Chowk,Yellow Line,71,68,3,G-05,0,0,Foggy
2026-02-16,15:00,Monday,Shastri Park,Red Line,26,24,2,G-04,0,0,Clear
2026-01-27,18:30,Tuesday,Janpath,Violet Line,265,248,17,G-06,1,0,Cloudy
2026-02-02,07:30,Monday,Pitampura,Red Line,60,42,18,G-05,0,0,Clear
2026-01-21,11:00,Wednesday,Janpath,Violet Line,54,57,-3,G-05,0,0,Rainy
2026-01-27,13:45,Tuesday,Chawri Bazar,Yellow Line,92,87,5,G-04,0,0,Cloudy
2026-02-06,15:30,Friday,Patel Chowk,Yellow Line,28,28,0,G-05,0,0,Cloudy
2026-02-04,13:45,Wednesday,Central Secretariat,Yellow Line,213,235,-22,G-02,0,0,Clear
2026-02-06,17:45,Friday,Kohat Enclave,Red Line,260,180,80,G-04,1,0,Cloudy
2026-02-18,06:30,Wednesday,Shahdara,Red Line,14,13,1,G-07,0,0,Clear
2026-02-21,14:00,Saturday,NHPC Chowk,Violet Line,43,46,-3,G-07,0,0,Foggy
