date,time,day,train_id,line,station,coach_number,capacity,passenger_count,occupancy_percent,crowd_level,is_peak_hour,is_holiday,weather
2026-02-11,19:45,Wednesday,DMT-R001,Blue Line,Karol Bagh,8,300,360,120.0,Overcrowded,1,0,Clear
2026-02-16,17:20,Monday,DMT-R003,Green Line,Maharaja Surajmal Stadium,2,320,200,62.8,Medium,1,0,Rainy
2026-02-16,12:55,Monday,DMT-G011,Blue Line,Rajendra Place,7,340,186,54.9,Medium,0,0,Cloudy
2026-01-07,19:55,Wednesday,DMT-Y025,Yellow Line,Hauz Khas,6,350,420,120.0,Overcrowded,1,0,Foggy
2026-01-10,21:35,Saturday,DMT-Y012,Red Line,Keshav Puram,3,350,68,19.6,Low,0,0,Smoggy
2026-02-08,16:55,Sunday,DMT-G024,Blue Line,Janakpuri West,6,350,72,20.7,Low,0,1,Cloudy
2026-01-15,07:45,Thursday,DMT-B002,Green Line,Peeragarhi,1,340,117,34.6,Low,0,0,Cloudy
2026-02-08,17:20,Sunday,DMT-G008,Green Line,Nangloi Railway Station,4,300,50,16.7,Low,1,1,Foggy
2026-02-26,17:55,Thursday,DMT-Y009,Blue Line,Barakhamba Road,4,320,46,14.7,Low,1,1,Clear
2026-01-16,16:15,Friday,DMT-Y006,Violet Line,Khan Market,8,300,109,36.3,Low,0,0,Rainy
2026-01-11,20:15,Sunday,DMT-Y008,Violet Line,Mewala Maharajpur,7,350,37,10.7,Low,0,1,Cloudy
2026-02-15,20:20,Sunday,DMT-R015,Red Line,Shastri Nagar,8,340,69,20.5,Low,0,1,Foggy
2026-01-06,15:05,Tuesday,DMT-B012,Blue Line,Karol Bagh,3,350,63,18.1,Low,0,0,Clear
2026-02-15,21:00,Sunday,DMT-Y024,Yellow Line,GTB Nagar,4,350,43,12.5,Low,0,1,Cloudy
2026-01-27,17:30,Tuesday,DMT-V012,Violet Line,Kailash Colony,8,320,384,120.0,Overcrowded,1,0,Cloudy
2026-01-03,10:05,Saturday,DMT-B014,Violet Line,Kalkaji Mandir,7,300,299,99.7,High,1,0,Foggy
2026-02-10,15:30,Tuesday,DMT-Y021,Yellow Line,Chandni Chowk,2,340,62,18.5,Low,0,0,Rainy
2026-01-17,23:15,Saturday,DMT-G019,Red Line,Shahdara,5,300,56,18.8,Low,0,0,Clear
2026-02-28,05:15,Saturday,DMT-G006,Violet Line,Jasola Apollo,4,300,62,20.8,Low,0,0,Foggy
2026-02-14,18:10,Saturday,DMT-G020,Violet Line,Central Secretariat,2,300,223,74.7,Medium,1,0,Smoggy
2026-01-13,17:25,Tuesday,DMT-Y009,Green Line,Kirti Nagar,8,300,300,100.1,Overcrowded,1,0,Clear
2026-01-21,06:45,Wednesday,DMT-Y015,Red Line,Pratap Nagar,1,300,68,22.7,Low,0,0,Clear
2026-02-14,07:15,Saturday,DMT-B013,Violet Line,Khan Market,5,340,171,50.5,Medium,0,0,Foggy
2026-02-24,21:05,Tuesday,DMT-G024,Blue Line,Moti Nagar,2,350,96,27.5,Low,0,0,Smoggy
2026-01-20,10:30,Tuesday,DMT-G013,Yellow Line,GTB Nagar,2,300,209,69.8,Medium,1,0,Foggy
2026-02-02,05:00,Monday,DMT-G013,Blue Line,Pragati Maidan,2,320,86,27.2,Low,0,0,Foggy
2026-02-14,11:05,Saturday,DMT-B017,Yellow Line,Kashmere Gate,3,340,213,62.9,Medium,0,0,Foggy
2026-02-09,12:15,Monday,DMT-R014,Red Line,Rohini West,4,350,279,79.9,Medium,0,0,Clear
2026-01-27,06:10,Tuesday,DMT-Y020,Yellow Line,INA,8,320,84,26.5,Low,0,0,Rainy
2026-02-22,12:15,Sunday,DMT-R007,Violet Line,Mohan Estate,5,340,75,22.2,Low,0,1,Cloudy
2026-01-08,13:00,Thursday,DMT-V005,Green Line,Kirti Nagar,3,320,203,63.7,Medium,0,0,Foggy
2026-01-16,19:25,Friday,DMT-Y002,Blue Line,Uttam Nagar East,4,340,343,101.0,Overcrowded,1,0,Foggy
2026-02-22,09:00,Sunday,DMT-R018,Violet Line,Moolchand,2,340,37,10.9,Low,1,1,Clear
2026-02-19,22:30,Thursday,DMT-Y018,Red Line,Welcome,2,350,67,19.3,Low,0,0,Clear
2026-01-07,17:20,Wednesday,DMT-R020,Red Line,Pratap Nagar,7,350,177,50.7,Medium,1,0,Rainy
2026-01-13,21:20,Tuesday,DMT-B010,Red Line,Shastri Park,5,340,50,14.7,Low,0,0,Clear
2026-02-02,23:00,Monday,DMT-B009,Green Line,Mundka,5,340,27,8.2,Low,0,0,Foggy
2026-02-12,12:50,Thursday,DMT-V018,Blue Line,Rajendra Place,8,350,104,29.8,Low,0,0,Foggy
2026-01-08,22:00,Thursday,DMT-G022,Yellow Line,Sultanpur,5,350,102,29.3,Low,0,0,Clear
2026-02-17,11:45,Tuesday,DMT-Y019,Green Line,Udyog Nagar,5,300,159,53.1,Medium,0,0,Foggy
2026-01-09,09:35,Friday,DMT-R025,Yellow Line,Vishwavidyalaya,1,350,231,66.1,Medium,1,0,Smoggy
2026-01-26,06:05,Monday,DMT-G015,Violet Line,Sector 28,6,300,70,23.6,Low,0,1,Foggy
2026-01-10,06:25,Saturday,DMT-G018,Violet Line,Sarita Vihar,3,350,48,13.8,Low,0,0,Clear
2026-01-01,12:05,Thursday,DMT-Y004,Green Line,Nangloi Railway Station,8,300,202,67.6,Medium,0,0,Rainy
2026-01-06,08:00,Tuesday,DMT-G003,Yellow Line,Azadpur,6,300,360,120.0,Overcrowded,1,0,Clear
2026-02-13,08:35,Friday,DMT-V017,Red Line,Pitampura,8,300,318,106.2,Overcrowded,1,0,Smoggy
2026-01-14,18:30,Wednesday,DMT-B020,Yellow Line,New Delhi,8,300,321,107.0,Overcrowded,1,0,Clear
2026-02-18,06:15,Wednesday,DMT-Y017,Yellow Line,Chhattarpur,1,340,82,24.2,Low,0,0,Foggy
2026-02-28,11:55,Saturday,DMT-R003,Violet Line,Jasola Apollo,4,320,145,45.3,Low,0,0,Cloudy
2026-01-29,07:40,Thursday,DMT-Y024,Violet Line,Harkesh Nagar Okhla,3,300,244,81.5,High,0,0,Rainy
2026-01-07,20:35,Wednesday,DMT-G017,Green Line,Rajdhani Park,4,350,275,78.7,Medium,0,0,Foggy
2026-02-07,16:20,Saturday,DMT-G017,Blue Line,Kirti Nagar,4,350,212,60.6,Medium,0,0,Foggy
2026-01-01,14:40,Thursday,DMT-V011,Red Line,Shastri Park,7,340,83,24.5,Low,0,0,Smoggy
2026-01-01,15:10,Thursday,DMT-V014,Violet Line,Janpath,7,350,135,38.9,Low,0,0,Foggy
2026-02-04,15:15,Wednesday,DMT-V008,Violet Line,Bata Chowk,6,340,65,19.2,Low,0,0,Foggy
2026-01-24,20:35,Saturday,DMT-B025,Yellow Line,Jahangirpuri,4,300,103,34.7,Low,0,0,Cloudy
2026-01-06,17:30,Tuesday,DMT-G008,Violet Line,JLN Stadium,8,350,260,74.6,Medium,1,0,Smoggy
2026-01-24,06:35,Saturday,DMT-G020,Yellow Line,Azadpur,2,300,44,14.7,Low,0,0,Foggy
2026-01-06,16:15,Tuesday,DMT-G021,Green Line,Rajdhani Park,8,340,162,47.7,Low,0,0,Foggy
2026-01-17,12:05,Saturday,DMT-B009,Violet Line,Sector 28,5,350,192,54.9,Medium,0,0,Foggy
2026-01-24,21:10,Saturday,DMT-G023,Violet Line,Sector 28,6,340,48,14.2,Low,0,0,Clear
2026-02-17,23:05,Tuesday,DMT-G020,Blue Line,Ramesh Nagar,2,320,54,17.1,Low,0,0,Clear
2026-02-06,10:25,Friday,DMT-Y001,Red Line,Shastri Nagar,1,320,381,119.2,Overcrowded,1,0,Clear
2026-01-04,14:25,Sunday,DMT-B013,Green Line,Peeragarhi,6,300,74,25.0,Low,0,1,Clear
2026-01-07,09:05,Wednesday,DMT-V013,Blue Line,Barakhamba Road,7,350,193,55.2,Medium,1,0,Foggy
2026-01-09,20:40,Friday,DMT-B004,Blue Line,Noida Sector 15,3,300,164,54.9,Medium,0,0,Foggy
2026-02-19,09:15,Thursday,DMT-Y018,Red Line,Pratap Nagar,7,340,216,63.7,Medium,1,0,Clear
2026-02-24,19:15,Tuesday,DMT-B022,Violet Line,Govindpuri,3,300,315,105.2,Overcrowded,1,0,Cloudy
2026-01-06,09:40,Tuesday,DMT-Y012,Violet Line,Sector 28,1,320,329,103.1,Overcrowded,1,0,Clear
2026-01-16,11:55,Friday,DMT-Y021,Violet Line,Lajpat Nagar,2,300,104,35.0,Low,0,0,Cloudy
2026-02-06,15:10,Friday,DMT-R002,Yellow Line,AIIMS,7,320,69,21.8,Low,0,0,Foggy
2026-01-22,20:25,Thursday,DMT-B014,Blue Line,Pragati Maidan,2,350,203,58.2,Medium,0,0,Foggy
2026-01-07,08:35,Wednesday,DMT-R002,Green Line,Shivaji Park,1,300,339,113.0,Overcrowded,1,0,Clear
2026-01-16,06:50,Friday,DMT-Y005,Green Line,Satguru Ram Singh Marg,3,350,110,31.7,Low,0,0,Rainy
2026-01-23,05:15,Friday,DMT-V025,Yellow Line,Patel Chowk,3,350,100,28.6,Low,0,0,Clear
2026-01-11,20:00,Sunday,DMT-G001,Red Line,Dilshad Garden,5,320,56,17.5,Low,0,1,Smoggy
2026-02-22,13:45,Sunday,DMT-B002,Yellow Line,New Delhi,2,350,75,21.6,Low,0,1,Smoggy
2026-01-19,23:25,Monday,DMT-V007,Red Line,Kanhaiya Nagar,2,300,68,22.7,Low,0,0,Foggy
2026-02-05,22:10,Thursday,DMT-B023,Violet Line,Kalkaji Mandir,3,340,77,22.8,Low,0,0,Foggy
2026-02-21,07:15,Saturday,DMT-B005,Red Line,Dilshad Garden,7,320,237,74.3,Medium,0,0,Foggy
2026-01-01,07:10,Thursday,DMT-Y007,Red Line,Kashmere Gate,6,350,219,62.7,Medium,0,0,Cloudy
2026-02-19,13:35,Thursday,DMT-Y021,Violet Line,Neelam Chowk Ajronda,5,320,123,38.6,Low,0,0,Rainy
2026-01-23,16:15,Friday,DMT-G024,Blue Line,Noida City Centre,4,300,147,49.1,Low,0,0,Foggy
2026-02-13,15:20,Friday,DMT-B014,Red Line,Shahdara,1,320,66,20.9,Low,0,0,Foggy
2026-02-12,11:15,Thursday,DMT-B011,Violet Line,Lal Quila,2,350,173,49.4,Low,0,0,Cloudy
2026-02-13,21:45,Friday,DMT-R011,Violet Line,Jama Masjid,6,300,64,21.5,Low,0,0,Clear
2026-01-28,14:00,Wednesday,DMT-Y020,Red Line,Shastri Park,3,340,67,19.9,Low,0,0,Smoggy
2026-02-11,21:15,Wednesday,DMT-G024,Blue Line,Noida Sector 15,1,340,58,17.1,Low,0,0,Cloudy
2026-01-29,21:30,Thursday,DMT-B018,Violet Line,Raja Nahar Singh,6,350,70,20.1,Low,0,0,Cloudy
2026-01-23,14:40,Friday,DMT-G002,Green Line,Punjabi Bagh,6,320,90,28.4,Low,0,0,Foggy
2026-01-29,05:55,Thursday,DMT-V004,Green Line,Brigadier Hoshiar Singh,7,340,46,13.7,Low,0,0,Cloudy
2026-01-31,10:20,Saturday,DMT-R006,Red Line,Shahdara,8,320,227,71.0,Medium,1,0,Foggy
2026-02-20,22:35,Friday,DMT-G013,Yellow Line,Central Secretariat,3,340,62,18.2,Low,0,0,Cloudy
2026-01-28,15:00,Wednesday,DMT-B012,Violet Line,Sarai,7,340,62,18.4,Low,0,0,Cloudy
2026-02-10,17:40,Tuesday,DMT-Y006,Violet Line,Sector 28,5,340,408,120.0,Overcrowded,1,0,Cloudy
2026-01-04,06:20,Sunday,DMT-R015,Green Line,Paschim Vihar West,1,320,32,10.1,Low,0,1,Foggy
2026-01-16,14:45,Friday,DMT-B016,Violet Line,Kailash Colony,3,320,85,26.9,Low,0,0,Rainy
2026-01-20,07:00,Tuesday,DMT-Y021,Green Line,Udyog Nagar,5,300,187,62.4,Medium,0,0,Foggy
2026-02-22,13:00,Sunday,DMT-Y002,Violet Line,Mewala Maharajpur,1,340,69,20.4,Low,0,1,Foggy
2026-01-07,12:30,Wednesday,DMT-G008,Violet Line,JLN Stadium,3,300,165,55.3,Medium,0,0,Smoggy
2026-01-19,09:40,Monday,DMT-G025,Yellow Line,Rohini Sector 18,8,340,408,120.0,Overcrowded,1,0,Foggy
2026-02-19,09:10,Thursday,DMT-Y001,Green Line,Paschim Vihar East,7,320,367,115.0,Overcrowded,1,0,Cloudy
2026-01-04,22:45,Sunday,DMT-B020,Blue Line,Karol Bagh,4,300,41,13.8,Low,0,1,Foggy
2026-02-09,16:20,Monday,DMT-B009,Red Line,Welcome,2,350,209,59.8,Medium,0,0,Clear
2026-02-02,06:30,Monday,DMT-R016,Violet Line,Janpath,4,300,42,14.1,Low,0,0,Smoggy
2026-02-22,15:55,Sunday,DMT-Y002,Green Line,Madipur,1,300,56,18.7,Low,0,1,Foggy
2026-01-19,08:30,Monday,DMT-V008,Yellow Line,Civil Lines,3,350,409,116.9,Overcrowded,1,0,Cloudy
2026-01-29,07:50,Thursday,DMT-G011,Green Line,Rajdhani Park,1,300,239,79.8,Medium,0,0,Rainy
2026-02-26,18:35,Thursday,DMT-V010,Red Line,Inderlok,5,350,73,21.0,Low,1,1,Foggy
2026-02-06,15:40,Friday,DMT-G021,Red Line,Dilshad Garden,1,350,42,12.1,Low,0,0,Clear
2026-02-25,23:35,Wednesday,DMT-Y010,Blue Line,Indraprastha,2,350,49,14.2,Low,0,0,Clear
2026-02-10,13:50,Tuesday,DMT-R024,Violet Line,Kashmere Gate,2,300,74,24.9,Low,0,0,Rainy
2026-01-20,08:10,Tuesday,DMT-Y017,Violet Line,Mewala Maharajpur,8,340,408,120.0,Overcrowded,1,0,Cloudy
2026-02-07,19:55,Saturday,DMT-Y016,Yellow Line,Adarsh Nagar,8,300,213,71.2,Medium,1,0,Foggy
2026-02-19,23:10,Thursday,DMT-B009,Yellow Line,Samaypur Badli,1,300,70,23.4,Low,0,0,Foggy
2026-01-14,23:10,Wednesday,DMT-R002,Yellow Line,New Delhi,2,340,73,21.5,Low,0,0,Rainy
2026-02-07,15:45,Saturday,DMT-B017,Blue Line,Noida Sector 16,5,320,104,32.7,Low,0,0,Foggy
2026-02-12,07:40,Thursday,DMT-V001,Blue Line,Noida Sector 15,7,320,175,54.8,Medium,0,0,Clear
2026-02-04,12:55,Wednesday,DMT-V016,Violet Line,Kalkaji Mandir,1,320,222,69.5,Medium,0,0,Clear
2026-01-20,07:40,Tuesday,DMT-B025,Violet Line,Kailash Colony,7,300,175,58.6,Medium,0,0,Cloudy
2026-02-13,18:30,Friday,DMT-G023,Green Line,Brigadier Hoshiar Singh,5,300,342,114.3,Overcrowded,1,0,Clear
2026-02-07,11:30,Saturday,DMT-B025,Blue Line,Uttam Nagar East,6,350,133,38.1,Low,0,0,Rainy
2026-02-18,10:35,Wednesday,DMT-R012,Red Line,Dilshad Garden,5,350,175,50.2,Medium,1,0,Smoggy
2026-01-08,21:15,Thursday,DMT-R010,Green Line,Nangloi,5,300,92,30.8,Low,0,0,Clear
2026-02-03,15:25,Tuesday,DMT-Y019,Red Line,Kanhaiya Nagar,5,340,84,24.9,Low,0,0,Cloudy
2026-02-25,10:20,Wednesday,DMT-G019,Blue Line,Yamuna Bank,8,340,205,60.6,Medium,1,0,Rainy
2026-02-01,06:55,Sunday,DMT-B010,Blue Line,Kirti Nagar,7,340,70,20.7,Low,0,1,Foggy
2026-01-03,17:05,Saturday,DMT-B016,Violet Line,Sarita Vihar,1,320,368,115.2,Overcrowded,1,0,Clear
2026-01-12,07:10,Monday,DMT-G025,Red Line,Welcome,8,340,103,30.3,Low,0,0,Cloudy
2026-02-17,09:25,Tuesday,DMT-B012,Green Line,Maharaja Surajmal Stadium,1,340,408,120.0,Overcrowded,1,0,Cloudy
2026-01-14,23:55,Wednesday,DMT-G015,Red Line,Kanhaiya Nagar,7,350,110,31.5,Low,0,0,Clear
2026-01-15,16:05,Thursday,DMT-G018,Blue Line,Dwarka,6,320,111,34.9,Low,0,0,Clear
2026-02-05,19:55,Thursday,DMT-V003,Red Line,Shahdara,5,300,351,117.1,Overcrowded,1,0,Smoggy
2026-01-04,07:50,Sunday,DMT-B005,Red Line,Pulbangash,3,320,59,18.6,Low,0,1,Clear
2026-02-08,12:35,Sunday,DMT-V017,Violet Line,Mandi House,7,320,47,14.9,Low,0,1,Rainy
2026-01-12,17:50,Monday,DMT-G025,Green Line,Paschim Vihar East,5,350,196,56.1,Medium,1,0,Clear
2026-01-22,05:50,Thursday,DMT-V005,Red Line,Pratap Nagar,2,300,48,16.3,Low,0,0,Clear
2026-02-27,05:45,Friday,DMT-R010,Yellow Line,Samaypur Badli,3,300,47,15.9,Low,0,0,Cloudy
2026-01-19,19:20,Monday,DMT-G017,Blue Line,Ramesh Nagar,5,320,366,114.6,Overcrowded,1,0,Cloudy
2026-02-15,10:15,Sunday,DMT-V004,Blue Line,Dwarka,7,300,40,13.4,Low,1,1,Clear
2026-01-28,16:55,Wednesday,DMT-G001,Violet Line,Mandi House,4,340,197,58.1,Medium,0,0,Cloudy
2026-01-25,17:00,Sunday,DMT-G010,Yellow Line,Azadpur,2,340,56,16.8,Low,1,1,Foggy
2026-01-04,08:05,Sunday,DMT-B016,Red Line,Dilshad Garden,8,300,39,13.1,Low,1,1,Foggy
2026-01-26,19:10,Monday,DMT-Y008,Blue Line,Rajouri Garden,4,320,67,21.1,Low,1,1,Clear
2026-01-08,08:15,Thursday,DMT-R010,Blue Line,Mandi House,2,320,314,98.2,High,1,0,Cloudy
2026-02-08,16:05,Sunday,DMT-B020,Yellow Line,Race Course,2,340,46,13.6,Low,0,1,Clear
2026-01-01,21:40,Thursday,DMT-G003,Green Line,Satguru Ram Singh Marg,8,320,80,25.2,Low,0,0,Clear
2026-02-26,08:45,Thursday,DMT-R020,Red Line,Welcome,5,320,59,18.5,Low,1,1,Clear
2026-02-21,21:35,Saturday,DMT-V010,Yellow Line,Kashmere Gate,2,300,23,7.7,Low,0,0,Smoggy
2026-02-16,15:00,Monday,DMT-Y005,Violet Line,Lajpat Nagar,4,320,80,25.3,Low,0,0,Clear
2026-01-23,11:10,Friday,DMT-R020,Yellow Line,Civil Lines,7,350,220,62.9,Medium,0,0,Cloudy
2026-01-22,20:30,Thursday,DMT-G014,Green Line,Nangloi Railway Station,5,350,147,42.0,Low,0,0,Clear
2026-02-15,17:25,Sunday,DMT-B022,Green Line,Mundka,1,320,50,15.7,Low,1,1,Clear
2026-01-10,12:10,Saturday,DMT-V003,Red Line,Pratap Nagar,2,350,154,44.2,Low,0,0,Smoggy
2026-01-04,09:15,Sunday,DMT-V002,Blue Line,Dwarka,7,350,40,11.6,Low,1,1,Cloudy
2026-01-01,06:50,Thursday,DMT-B002,Green Line,Madipur,4,350,33,9.5,Low,0,0,Clear
2026-01-20,13:50,Tuesday,DMT-G001,Green Line,Paschim Vihar East,7,320,133,41.7,Low,0,0,Clear
2026-01-07,14:00,Wednesday,DMT-G005,Yellow Line,IFFCO Chowk,8,300,36,12.3,Low,0,0,Clear
2026-02-15,12:20,Sunday,DMT-R002,Blue Line,Rajendra Place,6,340,34,10.2,Low,0,1,Cloudy
2026-01-31,22:10,Saturday,DMT-Y009,Violet Line,Badarpur Border,2,320,42,13.4,Low,0,0,Cloudy
2026-02-08,10:35,Sunday,DMT-Y016,Blue Line,Dwarka Sector 21,6,320,43,13.5,Low,1,1,Cloudy
2026-02-07,09:45,Saturday,DMT-V001,Yellow Line,MG Road,5,320,204,63.8,Medium,1,0,Clear
2026-01-12,08:45,Monday,DMT-G018,Violet Line,Escorts Mujesar,1,350,420,120.0,Overcrowded,1,0,Clear
2026-01-03,20:10,Saturday,DMT-R016,Violet Line,Janpath,3,340,188,55.5,Medium,0,0,Clear
2026-02-20,21:10,Friday,DMT-G013,Red Line,Pratap Nagar,5,350,87,24.9,Low,0,0,Foggy
2026-01-22,08:20,Thursday,DMT-G016,Blue Line,Mandi House,5,320,384,120.0,Overcrowded,1,0,Smoggy
2026-01-30,10:35,Friday,DMT-V019,Green Line,Kirti Nagar,3,320,384,120.0,Overcrowded,1,0,Clear
2026-02-01,17:50,Sunday,DMT-Y010,Green Line,Kirti Nagar,7,340,47,14.1,Low,1,1,Clear
2026-01-25,18:25,Sunday,DMT-B013,Violet Line,Escorts Mujesar,6,320,48,15.2,Low,1,1,Clear
2026-01-23,15:50,Friday,DMT-B002,Violet Line,Nehru Place,1,340,86,25.5,Low,0,0,Smoggy
2026-01-21,15:55,Wednesday,DMT-G021,Violet Line,Tughlakabad,1,350,98,28.0,Low,0,0,Foggy
2026-01-29,16:25,Thursday,DMT-G024,Blue Line,Ramesh Nagar,6,300,147,49.3,Low,0,0,Foggy
2026-02-22,11:00,Sunday,DMT-G019,Violet Line,Lal Quila,6,340,63,18.6,Low,0,1,Foggy
2026-02-01,10:20,Sunday,DMT-R003,Violet Line,Raja Nahar Singh,1,340,79,23.2,Low,1,1,Clear
2026-01-05,19:50,Monday,DMT-R018,Blue Line,Dwarka,2,300,332,110.8,Overcrowded,1,0,Foggy
2026-02-04,15:55,Wednesday,DMT-G011,Yellow Line,MG Road,5,340,37,11.1,Low,0,0,Clear
2026-01-14,18:45,Wednesday,DMT-B002,Yellow Line,HUDA City Centre,8,320,317,99.3,High,1,0,Foggy
2026-01-18,05:20,Sunday,DMT-V011,Blue Line,Indraprastha,2,350,46,13.4,Low,0,1,Clear
2026-02-13,17:40,Friday,DMT-V012,Red Line,Pulbangash,3,350,395,113.0,Overcrowded,1,0,Foggy
2026-01-04,05:20,Sunday,DMT-G018,Violet Line,Bata Chowk,5,350,50,14.3,Low,0,1,Smoggy
2026-02-19,17:35,Thursday,DMT-G002,Green Line,Peeragarhi,8,340,324,95.5,High,1,0,Clear
2026-01-07,19:20,Wednesday,DMT-R022,Red Line,Inderlok,6,340,378,111.3,Overcrowded,1,0,Clear
2026-02-11,20:05,Wednesday,DMT-Y004,Green Line,Udyog Nagar,4,320,91,28.7,Low,0,0,Foggy
2026-02-13,06:35,Friday,DMT-Y008,Yellow Line,Patel Chowk,6,340,74,22.1,Low,0,0,Cloudy
2026-01-08,05:50,Thursday,DMT-V008,Green Line,Paschim Vihar West,8,350,103,29.4,Low,0,0,Cloudy
2026-02-22,14:45,Sunday,DMT-R018,Blue Line,Dwarka,3,350,45,13.1,Low,0,1,Cloudy
2026-02-02,14:30,Monday,DMT-Y018,Green Line,Paschim Vihar East,5,320,48,15.2,Low,0,0,Clear
2026-01-14,19:55,Wednesday,DMT-B022,Violet Line,Kalkaji Mandir,3,340,408,120.0,Overcrowded,1,0,Clear
2026-01-06,16:15,Tuesday,DMT-B024,Green Line,Peeragarhi,8,320,187,58.7,Medium,0,0,Clear
2026-01-14,07:55,Wednesday,DMT-B023,Red Line,Keshav Puram,5,300,227,75.7,Medium,0,0,Foggy
2026-02-06,20:50,Friday,DMT-Y004,Blue Line,Yamuna Bank,2,300,116,38.7,Low,0,0,Smoggy
2026-01-25,15:25,Sunday,DMT-G024,Green Line,Brigadier Hoshiar Singh,7,320,41,13.0,Low,0,1,Cloudy
2026-02-14,14:20,Saturday,DMT-Y006,Red Line,Dilshad Garden,5,340,33,9.7,Low,0,0,Smoggy
2026-02-23,15:40,Monday,DMT-R019,Yellow Line,Rajiv Chowk,4,320,27,8.7,Low,0,0,Foggy
2026-01-14,10:35,Wednesday,DMT-Y015,Yellow Line,Vidhan Sabha,5,340,321,94.5,High,1,0,Rainy
2026-01-06,16:55,Tuesday,DMT-Y001,Green Line,Satguru Ram Singh Marg,7,300,108,36.0,Low,0,0,Clear
2026-01-23,12:50,Friday,DMT-G003,Violet Line,Govindpuri,4,300,143,47.9,Low,0,0,Clear
2026-02-28,13:25,Saturday,DMT-G010,Violet Line,Lajpat Nagar,5,340,235,69.2,Medium,0,0,Cloudy
2026-02-23,19:50,Monday,DMT-V021,Blue Line,Kirti Nagar,1,320,326,102.1,Overcrowded,1,0,Foggy
2026-02-10,11:55,Tuesday,DMT-R009,Green Line,Paschim Vihar West,2,320,93,29.1,Low,0,0,Foggy
2026-02-27,21:05,Friday,DMT-V018,Blue Line,Janakpuri West,6,320,119,37.3,Low,0,0,Rainy
2026-01-01,23:40,Thursday,DMT-G021,Violet Line,Mewala Maharajpur,5,300,37,12.4,Low,0,0,Foggy
2026-01-18,13:45,Sunday,DMT-V017,Violet Line,Badkhal Mor,3,320,39,12.3,Low,0,1,Smoggy
2026-02-06,22:55,Friday,DMT-Y019,Green Line,Ashok Park Main,5,320,55,17.2,Low,0,0,Foggy
2026-01-26,18:35,Monday,DMT-R011,Green Line,Udyog Nagar,2,340,36,10.8,Low,1,1,Foggy
2026-01-15,11:25,Thursday,DMT-B002,Green Line,Nangloi Railway Station,7,350,239,68.5,Medium,0,0,Cloudy
2026-02-11,10:55,Wednesday,DMT-Y017,Violet Line,ITO,7,320,384,120.0,Overcrowded,1,0,Rainy
2026-01-03,09:20,Saturday,DMT-V003,Blue Line,Mandi House,4,300,252,84.0,High,1,0,Clear
2026-01-04,05:35,Sunday,DMT-G015,Yellow Line,Chandni Chowk,6,340,38,11.4,Low,0,1,Rainy
2026-01-06,06:45,Tuesday,DMT-R025,Violet Line,Khan Market,4,350,37,10.6,Low,0,0,Clear
2026-02-13,15:40,Friday,DMT-Y023,Violet Line,Mandi House,6,350,24,6.9,Low,0,0,Cloudy
2026-02-24,22:05,Tuesday,DMT-V012,Blue Line,Mandi House,5,300,57,19.2,Low,0,0,Clear
2026-02-16,19:40,Monday,DMT-G008,Violet Line,Old Faridabad,6,350,194,55.7,Medium,1,0,Foggy
2026-02-11,23:35,Wednesday,DMT-B008,Violet Line,ITO,3,320,65,20.5,Low,0,0,Foggy
2026-01-06,16:05,Tuesday,DMT-R006,Yellow Line,Jor Bagh,8,340,170,50.3,Medium,0,0,Foggy
2026-01-06,19:10,Tuesday,DMT-R018,Violet Line,Moolchand,8,350,306,87.4,High,1,0,Foggy
2026-02-28,21:40,Saturday,DMT-R013,Blue Line,Ramesh Nagar,3,350,84,24.2,Low,0,0,Clear
2026-02-09,06:40,Monday,DMT-B011,Red Line,Keshav Puram,8,350,76,21.8,Low,0,0,Foggy
2026-01-05,11:50,Monday,DMT-V014,Violet Line,Central Secretariat,6,300,126,42.2,Low,0,0,Smoggy
2026-01-31,06:30,Saturday,DMT-G023,Violet Line,Delhi Gate,5,350,93,26.7,Low,0,0,Smoggy
2026-02-19,11:40,Thursday,DMT-G019,Green Line,Paschim Vihar East,7,340,158,46.7,Low,0,0,Rainy
2026-01-18,13:30,Sunday,DMT-B019,Blue Line,Kirti Nagar,4,350,39,11.4,Low,0,1,Clear
2026-02-15,17:10,Sunday,DMT-R011,Red Line,Rohini East,4,350,55,15.8,Low,1,1,Cloudy
2026-01-20,19:55,Tuesday,DMT-V006,Yellow Line,Vishwavidyalaya,5,300,360,120.0,Overcrowded,1,0,Smoggy
2026-02-28,15:40,Saturday,DMT-G007,Violet Line,Kashmere Gate,2,340,110,32.6,Low,0,0,Rainy
2026-01-31,22:15,Saturday,DMT-G024,Red Line,Pitampura,6,350,44,12.6,Low,0,0,Cloudy
2026-02-12,10:40,Thursday,DMT-B017,Violet Line,Bata Chowk,8,300,181,60.4,Medium,1,0,Cloudy
2026-02-10,15:45,Tuesday,DMT-G022,Blue Line,Noida Sector 15,3,300,55,18.6,Low,0,0,Foggy
2026-02-01,12:25,Sunday,DMT-B001,Green Line,Rajdhani Park,2,300,65,21.8,Low,0,1,Cloudy
2026-02-07,15:50,Saturday,DMT-Y006,Yellow Line,Model Town,1,300,55,18.4,Low,0,0,Foggy
2026-02-10,05:10,Tuesday,DMT-V011,Blue Line,Ramesh Nagar,7,350,59,17.0,Low,0,0,Smoggy
