date,day,hour,station,line,footfall_count,direction,is_peak_hour,is_holiday,weather
2026-02-05,Thursday,6,Dwarka Sector 21,Blue Line,175,Up,0,0,Clear
2026-01-28,Wednesday,23,Mewala Maharajpur,Violet Line,92,Up,0,0,Clear
2026-01-09,Friday,16,Ghitorni,Yellow Line,336,Up,0,0,Foggy
2026-02-01,Sunday,17,Rajendra Place,Blue Line,103,Up,1,1,Clear
2026-02-26,Thursday,19,Arjan Garh,Yellow Line,69,Up,1,1,Clear
2026-01-06,Tuesday,16,Raja Nahar Singh,Violet Line,272,Up,0,0,Rainy
2026-02-27,Friday,14,Rajendra Place,Blue Line,78,Down,0,0,Clear
2026-01-10,Saturday,14,Dilshad Garden,Red Line,253,Down,0,0,Cloudy
2026-02-19,Thursday,8,Madipur,Green Line,728,Up,1,0,Clear
2026-02-23,Monday,21,Kanhaiya Nagar,Red Line,52,Up,0,0,Foggy
2026-01-01,Thursday,22,Mohan Estate,Violet Line,96,Up,0,0,Foggy
2026-02-27,Friday,8,Brigadier Hoshiar Singh,Green Line,325,Up,1,0,Foggy
2026-01-19,Monday,9,Kalkaji Mandir,Violet Line,339,Down,1,0,Cloudy
2026-01-16,Friday,22,Tis Hazari,Red Line,151,Up,0,0,Foggy
2026-02-07,Saturday,7,Rohini West,Red Line,213,Down,0,0,Clear
2026-02-12,Thursday,5,Kailash Colony,Violet Line,63,Down,0,0,Clear
2026-01-27,Tuesday,18,Sultanpur,Yellow Line,403,Up,1,0,Foggy
2026-02-12,Thursday,13,Noida Sector 16,Blue Line,283,Up,0,0,Foggy
2026-02-18,Wednesday,20,Punjabi Bagh,Green Line,287,Up,0,0,Foggy
2026-02-17,Tuesday,11,Dilshad Garden,Red Line,649,Up,0,0,Clear
2026-02-09,Monday,16,Pratap Nagar,Red Line,167,Up,0,0,Clear
2026-01-04,Sunday,8,HUDA City Centre,Yellow Line,201,Down,1,1,Foggy
2026-01-08,Thursday,17,Haiderpur Badli Mor,Yellow Line,415,Down,1,0,Clear
2026-02-26,Thursday,17,Peeragarhi,Green Line,90,Up,1,1,Foggy
2026-01-19,Monday,18,Race Course,Yellow Line,621,Up,1,0,Smoggy
2026-02-02,Monday,7,Rajouri Garden,Blue Line,457,Up,0,0,Foggy
2026-01-18,Sunday,13,Noida Sector 16,Blue Line,66,Up,0,1,Smoggy
2026-01-22,Thursday,19,Kalkaji Mandir,Violet Line,549,Down,1,0,Clear
2026-02-17,Tuesday,17,Guru Dronacharya,Yellow Line,230,Up,1,0,Cloudy
2026-01-20,Tuesday,16,NHPC Chowk,Violet Line,182,Up,0,0,Foggy
2026-02-16,Monday,7,Karol Bagh,Blue Line,700,Down,0,0,Rainy
2026-01-29,Thursday,9,Pragati Maidan,Blue Line,575,Up,1,0,Cloudy
2026-02-11,Wednesday,10,IFFCO Chowk,Yellow Line,492,Up,1,0,Foggy
2026-01-31,Saturday,6,Sikanderpur,Yellow Line,185,Up,0,0,Cloudy
2026-01-25,Sunday,20,Dilshad Garden,Red Line,229,Up,0,1,Rainy
2026-02-18,Wednesday,15,Seelampur,Red Line,68,Down,0,0,Cloudy
2026-02-06,Friday,7,Chawri Bazar,Yellow Line,177,Up,0,0,Cloudy
2026-02-10,Tuesday,6,Shahdara,Red Line,112,Down,0,0,Rainy
2026-01-18,Sunday,17,Shahdara,Red Line,112,Up,1,1,Cloudy
2026-02-01,Sunday,13,Nangloi Railway Station,Green Line,109,Up,0,1,Cloudy
2026-02-13,Friday,6,Chhattarpur,Yellow Line,45,Up,0,0,Cloudy
2026-02-19,Thursday,20,Harkesh Nagar Okhla,Violet Line,177,Down,0,0,Smoggy
2026-02-14,Saturday,9,Udyog Bhawan,Yellow Line,271,Down,1,0,Cloudy
2026-01-29,Thursday,10,Kirti Nagar,Blue Line,332,Down,1,0,Cloudy
2026-01-25,Sunday,6,Adarsh Nagar,Yellow Line,122,Up,0,1,Foggy
2026-02-05,Thursday,11,Shastri Nagar,Red Line,137,Up,0,0,Foggy
2026-02-09,Monday,18,Indraprastha,Blue Line,707,Down,1,0,Cloudy
2026-01-12,Monday,18,Mandi House,Blue Line,1285,Down,1,0,Rainy
2026-02-28,Saturday,16,Civil Lines,Yellow Line,310,Up,0,0,Clear
2026-02-27,Friday,15,Mundka,Green Line,82,Up,0,0,Clear
2026-01-17,Saturday,23,Noida Sector 16,Blue Line,141,Down,0,0,Foggy
2026-01-23,Friday,9,Dilshad Garden,Red Line,867,Up,1,0,Clear
2026-01-28,Wednesday,9,Saket,Yellow Line,646,Down,1,0,Clear
2026-01-12,Monday,12,Sarita Vihar,Violet Line,201,Down,0,0,Clear
2026-01-23,Friday,18,Escorts Mujesar,Violet Line,278,Down,1,0,Foggy
2026-02-21,Saturday,9,Civil Lines,Yellow Line,382,Up,1,0,Cloudy
2026-01-20,Tuesday,13,Jahangirpuri,Yellow Line,329,Down,0,0,Smoggy
2026-02-20,Friday,6,Sarai,Violet Line,84,Up,0,0,Cloudy
2026-01-04,Sunday,21,Inderlok,Red Line,62,Up,0,1,Cloudy
2026-02-15,Sunday,22,Rajendra Place,Blue Line,116,Up,0,1,Foggy
2026-01-23,Friday,5,Tis Hazari,Red Line,89,Up,0,0,Foggy
2026-01-30,Friday,19,Satguru Ram Singh Marg,Green Line,375,Down,1,0,Foggy
2026-01-16,Friday,12,NHPC Chowk,Violet Line,184,Down,0,0,Clear
2026-02-08,Sunday,11,Keshav Puram,Red Line,105,Up,0,1,Smoggy
2026-01-04,Sunday,13,Seelampur,Red Line,102,Up,0,1,Smoggy
2026-02-19,Thursday,22,Mewala Maharajpur,Violet Line,129,Down,0,0,Rainy
2026-01-29,Thursday,18,MG Road,Yellow Line,410,Down,1,0,Cloudy
2026-02-09,Monday,23,Sarai,Violet Line,73,Up,0,0,Clear
2026-01-15,Thursday,12,Inderlok,Red Line,266,Down,0,0,Clear
2026-02-19,Thursday,9,Harkesh Nagar Okhla,Violet Line,472,Down,1,0,Cloudy
2026-02-12,Thursday,16,Dilshad Garden,Red Line,641,Down,0,0,Smoggy
2026-01-02,Friday,23,Pratap Nagar,Red Line,127,Down,0,0,Foggy
2026-02-12,Thursday,18,Jama Masjid,Violet Line,429,Up,1,0,Smoggy
2026-02-07,Saturday,11,Delhi Gate,Violet Line,396,Up,0,0,Smoggy
2026-02-04,Wednesday,5,Samaypur Badli,Yellow Line,41,Down,0,0,Foggy
2026-02-12,Thursday,17,Kirti Nagar,Blue Line,606,Up,1,0,Foggy
2026-01-15,Thursday,9,Sikanderpur,Yellow Line,1402,Down,1,0,Cloudy
2026-01-08,Thursday,18,Noida City Centre,Blue Line,1237,Up,1,0,Cloudy
2026-01-20,Tuesday,13,Ramesh Nagar,Blue Line,184,Up,0,0,Foggy
2026-02-26,Thursday,21,Barakhamba Road,Blue Line,92,Up,0,1,Foggy
2026-01-16,Friday,7,Green Park,Yellow Line,211,Up,0,0,Rainy
2026-01-06,Tuesday,11,Adarsh Nagar,Yellow Line,335,Down,0,0,Clear
2026-01-17,Saturday,13,MG Road,Yellow Line,278,Down,0,0,Clear
2026-02-26,Thursday,14,Kohat Enclave,Red Line,69,Up,0,1,Cloudy
2026-02-02,Monday,16,Haiderpur Badli Mor,Yellow Line,422,Up,0,0,Smoggy
2026-01-03,Saturday,9,Jangpura,Violet Line,481,Up,1,0,Smoggy
2026-01-20,Tuesday,13,Inderlok,Red Line,150,Up,0,0,Smoggy
2026-01-11,Sunday,22,Netaji Subhash Place,Red Line,68,Down,0,1,Foggy
2026-02-06,Friday,12,Harkesh Nagar Okhla,Violet Line,227,Up,0,0,Cloudy
2026-02-14,Saturday,13,Madipur,Green Line,281,Down,0,0,Cloudy
2026-02-24,Tuesday,11,Mandi House,Blue Line,467,Down,0,0,Foggy
2026-01-20,Tuesday,5,Lal Quila,Violet Line,104,Up,0,0,Foggy
2026-01-21,Wednesday,21,Jahangirpuri,Yellow Line,49,Up,0,0,Foggy
2026-02-20,Friday,14,Kashmere Gate,Yellow Line,199,Up,0,0,Smoggy
2026-02-15,Sunday,22,MG Road,Yellow Line,106,Up,0,1,Clear
2026-02-15,Sunday,9,Madipur,Green Line,75,Up,1,1,Clear
2026-01-07,Wednesday,22,Brigadier Hoshiar Singh,Green Line,90,Down,0,0,Foggy
2026-01-15,Thursday,22,Kirti Nagar,Blue Line,59,Up,0,0,Clear
2026-01-31,Saturday,18,Jor Bagh,Yellow Line,737,Down,1,0,Cloudy
2026-01-29,Thursday,22,Khan Market,Violet Line,91,Down,0,0,Clear
2026-01-16,Friday,12,Mohan Estate,Violet Line,352,Up,0,0,Cloudy
2026-01-20,Tuesday,18,Sarita Vihar,Violet Line,423,Down,1,0,Smoggy
2026-02-01,Sunday,20,MG Road,Yellow Line,97,Down,0,1,Clear
2026-01-06,Tuesday,23,NHPC Chowk,Violet Line,77,Up,0,0,Cloudy
2026-01-17,Saturday,8,Kanhaiya Nagar,Red Line,452,Down,1,0,Clear
2026-01-12,Monday,9,Pratap Nagar,Red Line,483,Down,1,0,Clear
2026-01-05,Monday,8,Race Course,Yellow Line,497,Down,1,0,Rainy
2026-01-07,Wednesday,19,Chawri Bazar,Yellow Line,369,Down,1,0,Rainy
2026-01-12,Monday,18,MG Road,Yellow Line,451,Down,1,0,Cloudy
2026-01-27,Tuesday,8,Pragati Maidan,Blue Line,316,Up,1,0,Foggy
2026-01-31,Saturday,23,Dwarka,Blue Line,163,Down,0,0,Cloudy
2026-01-17,Saturday,18,Paschim Vihar West,Green Line,285,Up,1,0,Clear
2026-01-26,Monday,14,Noida Sector 16,Blue Line,107,Up,0,1,Foggy
2026-02-01,Sunday,13,Rajendra Place,Blue Line,101,Up,0,1,Smoggy
2026-02-18,Wednesday,14,Barakhamba Road,Blue Line,50,Down,0,0,Cloudy
2026-01-07,Wednesday,22,Ghitorni,Yellow Line,60,Up,0,0,Cloudy
2026-02-07,Saturday,11,Raja Nahar Singh,Violet Line,263,Up,0,0,Foggy
2026-02-10,Tuesday,21,Old Faridabad,Violet Line,164,Down,0,0,Rainy
2026-01-29,Thursday,13,Shastri Nagar,Red Line,193,Down,0,0,Clear
2026-02-12,Thursday,16,Jangpura,Violet Line,279,Up,0,0,Clear
2026-01-31,Saturday,6,Yamuna Bank,Blue Line,297,Down,0,0,Clear
2026-01-06,Tuesday,11,Arjan Garh,Yellow Line,382,Up,0,0,Clear
2026-02-19,Thursday,20,Rajdhani Park,Green Line,258,Up,0,0,Cloudy
2026-01-27,Tuesday,23,Vidhan Sabha,Yellow Line,111,Up,0,0,Cloudy
2026-01-10,Saturday,10,Uttam Nagar East,Blue Line,604,Up,1,0,Clear
2026-02-18,Wednesday,21,Noida City Centre,Blue Line,257,Up,0,0,Foggy
2026-02-20,Friday,13,Chawri Bazar,Yellow Line,321,Up,0,0,Clear
2026-01-13,Tuesday,10,Pulbangash,Red Line,289,Down,1,0,Foggy
2026-02-15,Sunday,6,Rohini West,Red Line,106,Down,0,1,Foggy
2026-01-16,Friday,8,Welcome,Red Line,522,Down,1,0,Rainy
2026-02-12,Thursday,7,Tis Hazari,Red Line,222,Down,0,0,Foggy
2026-01-15,Thursday,6,Satguru Ram Singh Marg,Green Line,122,Up,0,0,Cloudy
2026-02-21,Saturday,15,Ashok Park Main,Green Line,152,Up,0,0,Foggy
2026-01-20,Tuesday,11,Rajouri Garden,Blue Line,555,Up,0,0,Cloudy
2026-01-02,Friday,12,Tis Hazari,Red Line,163,Down,0,0,Clear
2026-01-13,Tuesday,15,Indraprastha,Blue Line,71,Up,0,0,Foggy
2026-01-17,Saturday,15,Central Secretariat,Yellow Line,272,Down,0,0,Rainy
2026-01-04,Sunday,11,Jahangirpuri,Yellow Line,56,Up,0,1,Clear
2026-01-03,Saturday,10,Rohini Sector 18,Yellow Line,764,Up,1,0,Clear
2026-02-09,Monday,22,Guru Dronacharya,Yellow Line,83,Down,0,0,Clear
2026-02-04,Wednesday,7,Arjan Garh,Yellow Line,138,Up,0,0,Clear
2026-01-02,Friday,5,Seelampur,Red Line,122,Up,0,0,Foggy
2026-01-19,Monday,21,Kirti Nagar,Blue Line,143,Up,0,0,Smoggy
2026-02-10,Tuesday,19,Escorts Mujesar,Violet Line,480,Down,1,0,Smoggy
2026-02-10,Tuesday,11,Sultanpur,Yellow Line,170,Down,0,0,Clear
2026-02-08,Sunday,20,Adarsh Nagar,Yellow Line,66,Down,0,1,Clear
2026-02-22,Sunday,18,Raja Nahar Singh,Violet Line,61,Down,1,1,Clear
2026-01-26,Monday,7,Nangloi Railway Station,Green Line,52,Down,0,1,Cloudy
2026-01-10,Saturday,8,Rajiv Chowk,Blue Line,1772,Up,1,0,Cloudy
2026-01-09,Friday,14,Nangloi Railway Station,Green Line,139,Down,0,0,Foggy
2026-02-18,Wednesday,13,Sarita Vihar,Violet Line,350,Up,0,0,Rainy
2026-02-24,Tuesday,9,Delhi Gate,Violet Line,334,Down,1,0,Foggy
2026-01-31,Saturday,6,Mundka,Green Line,51,Down,0,0,Clear
2026-02-14,Saturday,12,Green Park,Yellow Line,189,Up,0,0,Foggy
2026-01-10,Saturday,13,Rohini Sector 18,Yellow Line,342,Down,0,0,Clear
2026-01-30,Friday,20,Govindpuri,Violet Line,254,Up,0,0,Cloudy
2026-01-01,Thursday,21,Peeragarhi,Green Line,61,Down,0,0,Clear
2026-01-06,Tuesday,21,Kohat Enclave,Red Line,144,Up,0,0,Smoggy
2026-02-16,Monday,21,Rithala,Red Line,139,Up,0,0,Clear
2026-01-28,Wednesday,19,Azadpur,Yellow Line,1152,Up,1,0,Rainy
2026-01-29,Thursday,18,Rajdhani Park,Green Line,270,Down,1,0,Cloudy
2026-01-14,Wednesday,10,Delhi Gate,Violet Line,234,Down,1,0,Foggy
2026-01-07,Wednesday,5,Shastri Nagar,Red Line,53,Down,0,0,Clear
2026-01-04,Sunday,15,Badkhal Mor,Violet Line,61,Up,0,1,Foggy
2026-02-19,Thursday,23,Karol Bagh,Blue Line,313,Down,0,0,Foggy
2026-02-03,Tuesday,13,Escorts Mujesar,Violet Line,212,Down,0,0,Clear
2026-02-03,Tuesday,17,Udyog Bhawan,Yellow Line,706,Down,1,0,Rainy
2026-01-19,Monday,12,Sikanderpur,Yellow Line,403,Down,0,0,Clear
2026-01-28,Wednesday,20,Saket,Yellow Line,261,Down,0,0,Foggy
2026-01-19,Monday,5,Tughlakabad,Violet Line,90,Up,0,0,Cloudy
2026-01-12,Monday,7,Sarita Vihar,Violet Line,347,Up,0,0,Cloudy
2026-01-21,Wednesday,5,New Delhi,Yellow Line,497,Up,0,0,Clear
2026-02-01,Sunday,17,Rohini West,Red Line,106,Up,1,1,Clear
2026-01-21,Wednesday,23,Kailash Colony,Violet Line,94,Down,0,0,Cloudy
2026-02-19,Thursday,21,Sarita Vihar,Violet Line,100,Down,0,0,Foggy
2026-01-30,Friday,18,Samaypur Badli,Yellow Line,323,Down,1,0,Smoggy
2026-01-26,Monday,20,Sarita Vihar,Violet Line,93,Up,0,1,Clear
2026-01-28,Wednesday,19,Satguru Ram Singh Marg,Green Line,411,Up,1,0,Clear
2026-02-08,Sunday,21,Adarsh Nagar,Yellow Line,109,Up,0,1,Foggy
2026-01-28,Wednesday,18,Inderlok,Red Line,224,Up,1,0,Cloudy
2026-02-02,Monday,18,Kanhaiya Nagar,Red Line,489,Up,1,0,Clear
2026-01-30,Friday,5,Tughlakabad,Violet Line,117,Up,0,0,Rainy
2026-02-11,Wednesday,14,Raja Nahar Singh,Violet Line,155,Down,0,0,Cloudy
2026-01-27,Tuesday,5,Delhi Gate,Violet Line,100,Up,0,0,Foggy
2026-02-15,Sunday,21,JLN Stadium,Violet Line,93,Down,0,1,Clear
2026-02-17,Tuesday,21,Maharaja Surajmal Stadium,Green Line,60,Up,0,0,Foggy
2026-02-02,Monday,9,Old Faridabad,Violet Line,390,Down,1,0,Rainy
2026-01-20,Tuesday,19,Lajpat Nagar,Violet Line,1113,Up,1,0,Rainy
2026-01-30,Friday,18,Uttam Nagar East,Blue Line,360,Down,1,0,Foggy
2026-01-26,Monday,10,Saket,Yellow Line,116,Down,1,1,Smoggy
2026-01-19,Monday,8,Nangloi,Green Line,647,Up,1,0,Clear
2026-02-25,Wednesday,8,Nangloi Railway Station,Green Line,304,Down,1,0,Rainy
2026-01-10,Saturday,19,Moti Nagar,Blue Line,248,Up,1,0,Foggy
2026-02-14,Saturday,11,Mundka,Green Line,141,Up,0,0,Clear
2026-01-02,Friday,11,Harkesh Nagar Okhla,Violet Line,207,Down,0,0,Foggy
2026-01-03,Saturday,5,Paschim Vihar East,Green Line,52,Up,0,0,Foggy
2026-01-14,Wednesday,17,Madipur,Green Line,480,Down,1,0,Foggy
2026-01-06,Tuesday,10,MG Road,Yellow Line,253,Up,1,0,Clear
2026-02-25,Wednesday,21,Rajiv Chowk,Blue Line,428,Up,0,0,Clear
2026-02-18,Wednesday,14,Shahdara,Red Line,68,Up,0,0,Cloudy
2026-02-28,Saturday,9,Raja Nahar Singh,Violet Line,293,Down,1,0,Clear
2026-02-22,Sunday,19,Raja Nahar Singh,Violet Line,53,Down,1,1,Foggy
2026-02-18,Wednesday,8,Nangloi Railway Station,Green Line,656,Down,1,0,Foggy
2026-02-15,Sunday,8,Jama Masjid,Violet Line,57,Up,1,1,Rainy
2026-01-16,Friday,5,Inderlok,Red Line,38,Up,0,0,Smoggy
2026-02-06,Friday,6,Janakpuri West,Blue Line,266,Down,0,0,Foggy
2026-02-14,Saturday,21,Green Park,Yellow Line,134,Up,0,0,Clear
2026-02-19,Thursday,13,Satguru Ram Singh Marg,Green Line,290,Up,0,0,Foggy
2026-02-03,Tuesday,19,New Delhi,Yellow Line,1592,Up,1,0,Smoggy
2026-02-01,Sunday,13,Paschim Vihar West,Green Line,62,Down,0,1,Clear
2026-01-05,Monday,17,Kashmere Gate,Yellow Line,1614,Up,1,0,Clear
2026-02-03,Tuesday,22,Noida City Centre,Blue Line,250,Up,0,0,Foggy
2026-01-15,Thursday,10,Barakhamba Road,Blue Line,308,Down,1,0,Clear
2026-01-07,Wednesday,5,Udyog Bhawan,Yellow Line,86,Down,0,0,Foggy
2026-02-25,Wednesday,23,Shastri Nagar,Red Line,136,Up,0,0,Smoggy
2026-02-01,Sunday,5,Pratap Nagar,Red Line,67,Up,0,1,Cloudy
2026-01-21,Wednesday,12,Chawri Bazar,Yellow Line,421,Down,0,0,Cloudy
2026-02-25,Wednesday,19,Malviya Nagar,Yellow Line,550,Down,1,0,Smoggy
2026-01-10,Saturday,19,New Delhi,Yellow Line,1318,Down,1,0,Clear
2026-01-24,Saturday,22,Govindpuri,Violet Line,53,Down,0,0,Cloudy
2026-02-21,Saturday,5,Karol Bagh,Blue Line,275,Up,0,0,Cloudy
2026-01-11,Sunday,19,Brigadier Hoshiar Singh,Green Line,93,Up,1,1,Cloudy
2026-02-16,Monday,21,Inderlok,Red Line,133,Up,0,0,Cloudy
2026-02-07,Saturday,23,Azadpur,Yellow Line,288,Up,0,0,Foggy
2026-02-16,Monday,23,Sarai,Violet Line,79,Up,0,0,Clear
2026-01-16,Friday,17,Escorts Mujesar,Violet Line,560,Down,1,0,Clear
2026-01-12,Monday,8,Shastri Park,Red Line,680,Up,1,0,Clear
2026-01-07,Wednesday,6,Dwarka Sector 21,Blue Line,347,Up,0,0,Foggy
2026-01-17,Saturday,10,Janpath,Violet Line,543,Up,1,0,Cloudy
2026-01-02,Friday,13,Yamuna Bank,Blue Line,531,Up,0,0,Clear
2026-02-02,Monday,9,Udyog Bhawan,Yellow Line,533,Down,1,0,Clear
2026-01-03,Saturday,6,Bata Chowk,Violet Line,69,Up,0,0,Clear
2026-01-23,Friday,22,AIIMS,Yellow Line,73,Up,0,0,Clear
2026-01-01,Thursday,20,Kalkaji Mandir,Violet Line,243,Down,0,0,Foggy
2026-02-25,Wednesday,20,Janakpuri West,Blue Line,681,Up,0,0,Foggy
2026-01-19,Monday,22,Vishwavidyalaya,Yellow Line,368,Up,0,0,Clear
2026-01-27,Tuesday,8,Mandi House,Blue Line,1160,Down,1,0,Foggy
2026-02-25,Wednesday,15,Kalkaji Mandir,Violet Line,41,Down,0,0,Cloudy
2026-01-18,Sunday,9,Moti Nagar,Blue Line,110,Up,1,1,Rainy
2026-02-14,Saturday,12,Pitampura,Red Line,227,Down,0,0,Clear
2026-02-28,Saturday,17,Lajpat Nagar,Violet Line,977,Down,1,0,Foggy
2026-01-28,Wednesday,9,AIIMS,Yellow Line,549,Up,1,0,Cloudy
2026-02-03,Tuesday,14,Netaji Subhash Place,Red Line,165,Down,0,0,Clear
2026-02-28,Saturday,20,Ghitorni,Yellow Line,317,Down,0,0,Clear
2026-01-23,Friday,16,Paschim Vihar East,Green Line,223,Down,0,0,Foggy
2026-02-04,Wednesday,14,Lal Quila,Violet Line,51,Up,0,0,Foggy
2026-02-06,Friday,7,Dwarka Sector 8,Blue Line,247,Up,0,0,Rainy
2026-01-03,Saturday,22,AIIMS,Yellow Line,91,Up,0,0,Clear
2026-01-12,Monday,5,Guru Dronacharya,Yellow Line,72,Up,0,0,Clear
2026-02-17,Tuesday,13,Race Course,Yellow Line,187,Up,0,0,Foggy
2026-01-05,Monday,17,Lal Quila,Violet Line,706,Down,1,0,Cloudy
2026-02-25,Wednesday,16,Vidhan Sabha,Yellow Line,358,Down,0,0,Cloudy
2026-02-18,Wednesday,19,Noida Sector 15,Blue Line,334,Up,1,0,Rainy
2026-01-12,Monday,20,Rohini Sector 18,Yellow Line,145,Up,0,0,Cloudy
2026-02-10,Tuesday,19,HUDA City Centre,Yellow Line,1094,Down,1,0,Smoggy
2026-01-14,Wednesday,16,Guru Dronacharya,Yellow Line,364,Down,0,0,Foggy
2026-01-07,Wednesday,11,Moti Nagar,Blue Line,314,Up,0,0,Clear
2026-02-13,Friday,11,Welcome,Red Line,208,Down,0,0,Clear
2026-02-03,Tuesday,6,Raja Nahar Singh,Violet Line,116,Up,0,0,Foggy
2026-02-02,Monday,12,Paschim Vihar East,Green Line,322,Down,0,0,Clear
2026-02-06,Friday,14,Guru Dronacharya,Yellow Line,97,Up,0,0,Foggy
2026-02-06,Friday,22,Moti Nagar,Blue Line,132,Up,0,0,Clear
2026-01-25,Sunday,18,Patel Chowk,Yellow Line,89,Down,1,1,Clear
2026-02-11,Wednesday,22,Dwarka Sector 8,Blue Line,147,Down,0,0,Rainy
2026-02-14,Saturday,23,Mewala Maharajpur,Violet Line,135,Down,0,0,Clear
2026-01-08,Thursday,16,Badarpur Border,Violet Line,228,Up,0,0,Cloudy
2026-01-04,Sunday,11,AIIMS,Yellow Line,87,Down,0,1,Foggy
2026-02-27,Friday,6,Paschim Vihar West,Green Line,61,Up,0,0,Foggy
2026-01-24,Saturday,5,Jor Bagh,Yellow Line,94,Down,0,0,Rainy
2026-01-27,Tuesday,11,Kirti Nagar,Blue Line,210,Up,0,0,Clear
2026-01-27,Tuesday,7,Badkhal Mor,Violet Line,427,Down,0,0,Cloudy
2026-02-26,Thursday,22,Moti Nagar,Blue Line,89,Up,0,1,Rainy
2026-01-28,Wednesday,7,Paschim Vihar East,Green Line,212,Down,0,0,Rainy
2026-02-08,Sunday,8,Barakhamba Road,Blue Line,90,Up,1,1,Cloudy
2026-02-28,Saturday,14,Escorts Mujesar,Violet Line,118,Up,0,0,Foggy
2026-01-31,Saturday,9,Escorts Mujesar,Violet Line,477,Down,1,0,Foggy
2026-01-16,Friday,16,Brigadier Hoshiar Singh,Green Line,199,Down,0,0,Foggy
2026-02-27,Friday,10,Saket,Yellow Line,699,Down,1,0,Clear
2026-01-23,Friday,7,New Delhi,Yellow Line,1047,Up,0,0,Clear
2026-02-15,Sunday,10,Udyog Bhawan,Yellow Line,123,Down,1,1,Foggy
2026-02-11,Wednesday,6,Rajiv Chowk,Blue Line,407,Up,0,0,Foggy
2026-02-12,Thursday,13,Barakhamba Road,Blue Line,151,Down,0,0,Smoggy
2026-02-25,Wednesday,20,Punjabi Bagh,Green Line,348,Up,0,0,Foggy
2026-01-27,Tuesday,15,Rohini West,Red Line,88,Up,0,0,Clear
2026-02-04,Wednesday,11,Tughlakabad,Violet Line,346,Down,0,0,Smoggy
2026-02-10,Tuesday,17,Kailash Colony,Violet Line,403,Up,1,0,Clear
2026-01-23,Friday,15,Rajiv Chowk,Blue Line,553,Up,0,0,Clear
2026-02-17,Tuesday,23,Jama Masjid,Violet Line,41,Down,0,0,Cloudy
2026-01-13,Tuesday,22,Dwarka Sector 8,Blue Line,123,Up,0,0,Cloudy
2026-02-17,Tuesday,5,Qutab Minar,Yellow Line,82,Up,0,0,Foggy
2026-02-20,Friday,10,Moti Nagar,Blue Line,719,Up,1,0,Foggy
2026-01-27,Tuesday,13,MG Road,Yellow Line,240,Down,0,0,Foggy
2026-01-24,Saturday,7,Qutab Minar,Yellow Line,252,Down,0,0,Smoggy
2026-02-14,Saturday,6,Brigadier Hoshiar Singh,Green Line,97,Up,0,0,Foggy
2026-01-22,Thursday,19,Chawri Bazar,Yellow Line,375,Down,1,0,Smoggy
2026-02-05,Thursday,8,HUDA City Centre,Yellow Line,992,Down,1,0,Clear
2026-02-11,Wednesday,13,Kalkaji Mandir,Violet Line,300,Down,0,0,Clear
2026-02-20,Friday,7,Sultanpur,Yellow Line,363,Up,0,0,Rainy
2026-01-25,Sunday,19,Green Park,Yellow Line,71,Up,1,1,Cloudy
2026-01-03,Saturday,23,Pulbangash,Red Line,55,Down,0,0,Smoggy
2026-02-16,Monday,7,Punjabi Bagh,Green Line,159,Down,0,0,Clear
2026-02-07,Saturday,16,Inderlok,Red Line,274,Up,0,0,Foggy
2026-01-22,Thursday,7,Harkesh Nagar Okhla,Violet Line,206,Down,0,0,Smoggy
2026-01-01,Thursday,20,Shastri Park,Red Line,321,Down,0,0,Foggy
2026-02-19,Thursday,8,Delhi Gate,Violet Line,635,Down,1,0,Cloudy
2026-02-05,Thursday,5,Maharaja Surajmal Stadium,Green Line,117,Up,0,0,Clear
2026-01-27,Tuesday,20,Malviya Nagar,Yellow Line,424,Down,0,0,Rainy
2026-01-02,Friday,9,Rithala,Red Line,562,Up,1,0,Foggy
2026-02-28,Saturday,11,New Delhi,Yellow Line,810,Up,0,0,Cloudy
2026-02-10,Tuesday,5,Paschim Vihar West,Green Line,112,Down,0,0,Clear
2026-02-02,Monday,6,HUDA City Centre,Yellow Line,208,Up,0,0,Rainy
2026-01-21,Wednesday,17,Kohat Enclave,Red Line,420,Down,1,0,Clear
2026-02-27,Friday,23,GTB Nagar,Yellow Line,100,Down,0,0,Clear
2026-02-25,Wednesday,21,Raja Nahar Singh,Violet Line,67,Up,0,0,Rainy
2026-01-23,Friday,14,Tughlakabad,Violet Line,79,Down,0,0,Foggy
2026-01-04,Sunday,23,INA,Yellow Line,105,Up,0,1,Cloudy
2026-02-01,Sunday,8,Sultanpur,Yellow Line,94,Up,1,1,Foggy
2026-01-07,Wednesday,21,Chawri Bazar,Yellow Line,90,Down,0,0,Rainy
2026-01-06,Tuesday,23,Mewala Maharajpur,Violet Line,62,Up,0,0,Clear
2026-02-28,Saturday,9,Patel Chowk,Yellow Line,716,Down,1,0,Foggy
2026-02-05,Thursday,8,Paschim Vihar West,Green Line,487,Up,1,0,Smoggy
2026-01-01,Thursday,7,Nehru Place,Violet Line,758,Up,0,0,Foggy
2026-01-14,Wednesday,21,Yamuna Bank,Blue Line,184,Up,0,0,Clear
2026-01-03,Saturday,5,Rajdhani Park,Green Line,48,Down,0,0,Clear
2026-02-01,Sunday,10,Keshav Puram,Red Line,92,Down,1,1,Foggy
2026-01-12,Monday,23,Rajendra Place,Blue Line,100,Up,0,0,Clear
2026-02-25,Wednesday,12,Udyog Nagar,Green Line,226,Down,0,0,Clear
